item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
00004,unspecified,False,00004.wav,What is the name of the campus tv station?,now what does the name of the campus tv station,It sounds like you're asking about a TV station at your school. Could you please specify which campus you are referring to?,WYBC Yale Radio,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,22,2,123,11.0,12,29,8.8,80.31,4.79,0.2222,0.1707,9.0,2.0,1.0,0.0,1.0,False,1.0,mild,0.625,0.3333,0.7744,0.1494,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,,,,,,,,,,,,,,,,,,,
00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,why did the bureau used to ensure the safe travels of aircraft,The Bureau of Airports ensured safe travel by setting standards and regulations.,"maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,80,12.0,12,16,4.8,39.56,10.72,0.0833,0.0317,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.5081,0.375,0.5081,0.0,0.125,0.0,0.0,5.0,0.2,0.1341,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7142.0,7656.0,180.0,171.0,32.0,975.0,804.0,7200.0,1143.0,2367.0,245.0,245.0,1.0,15.0,327.0,83.0,1.0,1862.0,4620.0
00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,what did on to his mother own when beyond say was a child,It seems like there might be some confusion in your statement. Could you please clarify what you meant?,salon,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,18,2,103,9.0,11,24,7.2,84.9,3.65,0.5,0.2264,10.0,5.0,2.0,0.0,3.0,False,0.75,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6840.0,7004.0,307.0,197.0,32.0,968.0,771.0,6924.0,1085.0,2222.0,164.0,262.0,2.0,21.0,328.0,68.2,1.0,2168.0,5247.0
00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,what was one subject that average china never developed,China has made significant advancements in many fields over time. Could you please specify which field you're referring to?,theology,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,19,2,123,9.5,10,25,7.6,54.71,7.99,0.25,0.16,8.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.1684,0.0909,0.0,-0.1684,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7430.0,7711.0,258.0,143.0,31.0,936.0,793.0,7497.0,-618.0,539.0,217.0,340.0,2.0,23.0,324.0,89.0,1.0,390.0,6629.0
00032,unspecified,False,00032.wav,In what years was the Great Famine?,in what years was the great famine,"The Great Famine occurred during the 1930s, particularly between 1928 and 1932 in China.",1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,1,88,15.0,15,20,6.0,73.17,6.78,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7314,0.2,0.7314,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['1928', '1932'], 'quantities': [], 'name_spans': ['The Great Famine'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,7212.0,7273.0,369.0,358.0,32.0,1120.0,762.0,7260.0,1021.0,2545.0,398.0,398.0,1.0,31.0,322.0,84.0,1.0,3916.0,7476.0
00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,a property does combining tamper with brass or bronze create,A combination of tamper and brass or bronze typically creates a durable material used in locks and fittings.,hardness,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,18,1,108,18.0,18,24,7.2,47.56,11.1,0.2,0.0952,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.4916,0.2727,0.3357,-0.1559,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,7209.0,255.0,246.0,33.0,1084.0,838.0,7192.0,783.0,2157.0,285.0,285.0,1.0,21.0,326.0,82.3,1.0,2671.0,6373.0
00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,he different countries referred to plants by different names,"Yes, that's correct. Languages around the world often have unique terms for specific plants.",single world-wide name,False,True,True,1.0,1.0,,,14,2,92,7.0,3,19,5.6,66.79,5.68,0.2222,0.0877,9.0,2.0,2.0,0.0,0.0,False,0.8,mild,0.1972,0.1111,0.1898,-0.0074,0.1176,0.0,0.0,4.0,0.25,0.1301,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6620.0,6754.0,242.0,91.0,33.0,881.0,790.0,6718.0,-2769.0,-1779.0,104.0,308.0,2.0,19.0,324.0,78.2,1.0,-1668.0,5317.0
00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,how many tornadoes does houston usually get per year,Houston typically experiences about 5 to 10 tornadoes annually.,49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,63,9.0,9,12,3.6,28.5,11.52,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.4027,0.3333,0.4027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': ['10', '5'], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,6422.0,6896.0,191.0,183.0,33.0,946.0,763.0,6493.0,885.0,2051.0,215.0,215.0,1.0,15.0,326.0,78.2,1.0,1590.0,4075.0
00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,what does she saying aba two thousand and nine presidential inauguration,She is referring to Barack Obama's presidential inauguration in 2009.,America the Beautiful,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,69,10.0,10,13,4.0,19.03,13.09,0.3333,0.4364,12.0,4.0,3.0,1.0,0.0,False,0.5,mild,0.2846,0.3333,0.7271,0.4425,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['2009'], 'quantities': [], 'name_spans': ['Barack Obama'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,9209.0,9299.0,212.0,222.0,32.0,1039.0,817.0,9280.0,1151.0,2427.0,232.0,232.0,1.0,17.0,326.0,80.1,1.0,3129.0,4295.0
00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,what concept took shape term while post tenure as prime minister,That seems to be a mix-up. Did you mean to ask about any specific concept that developed during someone's time as Prime Minister?,doctrine of cabinet solidarity,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,24,2,129,12.0,7,32,9.6,74.81,5.81,0.3,0.1875,10.0,3.0,2.0,0.0,1.0,False,0.75,mild,0.3185,0.2308,0.4548,0.1363,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Prime Minister'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,6910.0,7582.0,334.0,111.0,32.0,896.0,785.0,6977.0,944.0,1949.0,105.0,339.0,2.0,28.0,326.0,83.7,1.0,1630.0,7012.0
