item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
00004,unspecified,False,00004.wav,What is the name of the campus tv station?,now what does the name of the campus tv station,Could you provide more details about which campus TV station you're asking about?,WYBC Yale Radio,True,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,13,1,81,13.0,13,17,5.2,63.49,7.63,0.2222,0.1707,9.0,2.0,1.0,0.0,1.0,False,1.0,mild,0.6202,0.4286,0.7763,0.1561,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",,,,,,,,,,,,,,,,,,,
00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,why did the bureau used to ensure the safe travels of aircraft,"To ensure safe travels, the bureau developed and enforced regulations.","maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,70,10.0,10,13,4.0,27.49,11.91,0.0833,0.0317,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.6752,0.5714,0.6752,0.0,0.1429,0.0,0.0,5.0,0.2,0.1506,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7142.0,7647.0,183.0,171.0,37.0,980.0,809.0,7205.0,1144.0,2358.0,229.0,229.0,1.0,13.0,327.0,70.7,1.0,1862.0,4411.0
00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,what did on to his mother own when beyond say was a child,"I'm sorry, but your request is unclear. Could you please rephrase or provide more details?",salon,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,2,90,7.5,7,20,6.0,80.78,3.86,0.5,0.2264,10.0,5.0,2.0,0.0,3.0,False,0.75,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6840.0,6980.0,308.0,153.0,39.0,943.0,790.0,6926.0,1090.0,2171.0,133.0,254.0,2.0,21.0,328.0,68.1,1.0,2168.0,5224.0
00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,what was one subject that average china never developed,"Agriculture. China has a long history of developing agriculture, but if considering less common areas, subjects like advanced mechanical engineering might fit your query.",theology,True,True,True,1.0,1.0,,,24,2,170,12.0,1,32,9.6,18.41,13.67,0.25,0.16,8.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.5018,0.1875,0.3886,-0.1132,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,7430.0,8021.0,507.0,69.0,34.0,872.0,803.0,7502.0,-619.0,341.0,85.0,445.0,3.0,32.0,324.0,63.1,1.0,390.0,10240.0
00032,unspecified,False,00032.wav,In what years was the Great Famine?,in what years was the great famine,The Great Famine in Ireland occurred from 1845 to 1852.,1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,55,10.0,10,13,4.0,95.17,2.47,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7387,0.3333,0.7387,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['1845', '1852'], 'quantities': [], 'name_spans': ['The Great Famine'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,7212.0,7283.0,300.0,309.0,33.0,1098.0,789.0,7262.0,1021.0,2401.0,278.0,278.0,1.0,21.0,322.0,69.9,1.0,3916.0,5247.0
00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,a property does combining tamper with brass or bronze create,Combining can alter its color and texture.,hardness,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,42,7.0,7,9,2.8,54.7,7.37,0.2,0.0952,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.1579,0.25,0.1664,0.0086,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,7191.0,152.0,139.0,38.0,877.0,738.0,7172.0,783.0,1799.0,136.0,136.0,1.0,10.0,326.0,65.5,1.0,2671.0,2240.0
00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,he different countries referred to plants by different names,Different countries indeed refer to plants by different names. This can lead to interesting variations in botanical terminology worldwide.,single world-wide name,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,19,2,138,9.5,9,25,7.6,23.54,12.34,0.2222,0.0877,9.0,2.0,2.0,0.0,0.0,False,0.8,mild,0.8324,0.3846,1.0,0.1676,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6620.0,6917.0,349.0,151.0,38.0,968.0,817.0,6691.0,-2770.0,-1584.0,213.0,403.0,2.0,22.0,324.0,63.0,1.0,-1668.0,7500.0
00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,how many tornadoes does houston usually get per year,Houston typically experiences about five to ten tornadoes annually.,49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,67,9.0,9,12,3.6,9.7,14.14,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.4027,0.2857,0.4027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6422.0,6877.0,186.0,175.0,42.0,917.0,742.0,6494.0,886.0,2033.0,225.0,225.0,1.0,12.0,326.0,64.2,1.0,1590.0,3935.0
00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,what does she saying aba two thousand and nine presidential inauguration,"I'm sorry, could you clarify who ""she"" is referring to?",America the Beautiful,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,10,1,55,10.0,10,13,4.0,69.79,6.01,0.3333,0.4364,12.0,4.0,3.0,1.0,0.0,False,0.5,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",9209.0,9298.0,244.0,223.0,40.0,953.0,730.0,9276.0,1150.0,2257.0,149.0,149.0,1.0,16.0,326.0,65.4,1.0,3129.0,3099.0
00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,what concept took shape term while post tenure as prime minister,"It seems there might be a misheard word. Did you mean ""during"" instead of ""term""? Please clarify.",doctrine of cabinet solidarity,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,17,3,97,5.666666666666667,8,23,6.8,91.6,1.89,0.3,0.1875,10.0,3.0,2.0,0.0,1.0,False,0.75,mild,0.0986,0.125,0.097,-0.0016,0.1,0.0,0.0,4.0,0.25,0.1121,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6910.0,7512.0,368.0,157.0,39.0,959.0,802.0,6980.0,944.0,2046.0,138.0,301.0,3.0,25.0,326.0,67.8,1.0,1630.0,5328.0
