item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
00004,unspecified,False,00004.wav,What is the name of the campus tv station?,now what does the name of the campus tv station,Could you please provide more details about which campus TV station you're asking about?,WYBC Yale Radio,True,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,14,1,88,14.0,14,19,5.6,65.73,7.57,0.2222,0.1707,9.0,2.0,1.0,0.0,1.0,False,1.0,mild,0.6259,0.4286,0.7826,0.1567,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",,,,,,,,,,,,,,,,,,,
00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,why did the bureau used to ensure the safe travels of aircraft,"To ensure safe travels, the bureau implemented regulations and inspections.","maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,75,10.0,10,13,4.0,19.03,13.09,0.0833,0.0317,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.671,0.5714,0.671,0.0,0.1429,0.0,0.0,5.0,0.2,0.1506,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7142.0,7676.0,191.0,179.0,38.0,1006.0,827.0,7209.0,1144.0,2384.0,229.0,229.0,1.0,13.0,327.0,67.9,1.0,1862.0,4667.0
00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,what did on to his mother own when beyond say was a child,"I'm sorry, but I didn't understand that. Could you please repeat or clarify your question?",salon,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,2,90,7.5,7,20,6.0,75.14,4.64,0.5,0.2264,10.0,5.0,2.0,0.0,3.0,False,0.75,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6840.0,7038.0,305.0,179.0,38.0,985.0,806.0,6924.0,1093.0,2228.0,146.0,273.0,2.0,21.0,328.0,68.8,1.0,2168.0,4934.0
00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,what was one subject that average china never developed,"One subject is mathematics. However, this might be misleading as ancient China made significant contributions to mathematics. Could you clarify your query?",theology,True,True,True,1.0,1.0,,,22,3,155,7.333333333333333,4,29,8.8,30.19,10.87,0.25,0.16,8.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.4802,0.2308,0.3636,-0.1166,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,7430.0,7831.0,395.0,79.0,34.0,850.0,771.0,7478.0,-614.0,365.0,126.0,458.0,3.0,27.0,324.0,68.3,1.0,390.0,8893.0
00032,unspecified,False,00032.wav,In what years was the Great Famine?,in what years was the great famine,I'm not sure which great famine you mean. Could you please specify?,1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,2,67,6.0,8,16,4.8,95.0,1.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7434,0.3333,0.7434,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7212.0,7284.0,270.0,180.0,34.0,938.0,758.0,7268.0,1021.0,2165.0,201.0,266.0,2.0,16.0,322.0,59.1,1.0,3916.0,3866.0
00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,a property does combining tamper with brass or bronze create,Combining brass or bronze can alter their properties.,hardness,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,53,8.0,8,11,3.2,61.24,6.71,0.2,0.0952,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.4815,0.6,0.5081,0.0266,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,7206.0,172.0,156.0,39.0,977.0,821.0,7192.0,783.0,1940.0,176.0,176.0,1.0,11.0,326.0,63.8,1.0,2671.0,2925.0
00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,he different countries referred to plants by different names,Different countries indeed have different names for plants.,single world-wide name,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,59,8.0,8,11,3.2,50.67,8.18,0.2222,0.0877,9.0,2.0,2.0,0.0,0.0,False,0.8,mild,0.8429,0.8333,0.7747,-0.0682,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6620.0,6719.0,153.0,139.0,38.0,839.0,700.0,6708.0,-2772.0,-1731.0,198.0,198.0,1.0,10.0,324.0,65.3,1.0,-1668.0,3111.0
00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,how many tornadoes does houston usually get per year,Houston typically gets about three to four tornadoes per year.,49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,62,10.0,10,13,4.0,52.87,8.37,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7869,0.5,0.7869,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6422.0,6877.0,193.0,181.0,40.0,959.0,778.0,6494.0,885.0,2030.0,182.0,182.0,1.0,13.0,326.0,67.2,1.0,1590.0,3308.0
00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,what does she saying aba two thousand and nine presidential inauguration,"I'm sorry, could you clarify who ""she"" is referring to?",America the Beautiful,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,10,1,55,10.0,10,13,4.0,69.79,6.01,0.3333,0.4364,12.0,4.0,3.0,1.0,0.0,False,0.5,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",9209.0,9295.0,233.0,219.0,37.0,986.0,767.0,9278.0,1153.0,2358.0,214.0,214.0,1.0,16.0,326.0,68.6,1.0,3129.0,2983.0
00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,what concept took shape term while post tenure as prime minister,"It seems there might be a misheard word. Did you mean ""during"" instead of ""term""? Please clarify.",doctrine of cabinet solidarity,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,17,3,97,5.666666666666667,8,23,6.8,91.6,1.89,0.3,0.1875,10.0,3.0,2.0,0.0,1.0,False,0.75,mild,0.0989,0.125,0.0962,-0.0027,0.1,0.0,0.0,4.0,0.25,0.1121,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6910.0,7453.0,366.0,153.0,39.0,901.0,748.0,6979.0,943.0,1987.0,139.0,296.0,3.0,25.0,326.0,68.2,1.0,1630.0,5282.0
