item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
00004,unspecified,False,00004.wav,What is the name of the campus tv station?,What is the name of the campus TV station?,"I'm sorry, I don't have that information. Could you please provide more context?",WYBC Yale Radio,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,13,2,80,6.5,7,17,5.2,76.59,4.19,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,,,,,,,,,,,,,,,,,,,
00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,What did the Bureau used to ensure the safe travels of aircraft?,The Bureau likely referred to the Federal Aviation Administration (FAA). It ensures the safety of air travel through regulations and inspections.,"maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,21,2,145,10.5,10,28,8.4,22.95,12.67,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.3366,0.1429,0.3366,0.0,0.087,0.0,0.0,5.0,0.2,0.0968,"{'years': [], 'quantities': [], 'name_spans': ['Federal Aviation Administration'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,7142.0,8724.0,310.0,170.0,32.0,895.0,725.0,7421.0,2141.0,3274.0,233.0,394.0,2.0,26.0,327.0,83.6,1.0,1862.0,8126.0
00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,What did Beyonce's mother own when Beyonce was a child?,Beyoncé's mother owned a grocery store when she was a child.,salon,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,60,11.0,11,15,4.4,80.31,4.79,0.2,0.0377,10.0,2.0,2.0,0.0,0.0,False,0.75,mild,0.5246,0.3333,0.7429,0.2182,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6840.0,8162.0,208.0,193.0,33.0,851.0,658.0,7107.0,2435.0,3480.0,190.0,190.0,1.0,16.0,328.0,76.8,1.0,2168.0,3111.0
00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,What was one subject that Avicenna never developed?,Avicenna did not extensively develop logic as a subject.,theology,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,56,9.0,9,12,3.6,9.7,14.14,0.0,0.0,8.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.6057,0.6,0.6057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7430.0,8792.0,163.0,154.0,32.0,847.0,693.0,7724.0,684.0,1740.0,204.0,204.0,1.0,13.0,325.0,79.6,1.0,390.0,3517.0
00032,unspecified,False,00032.wav,In what years was the Great Famine?,In what years was the great famine?,The Great Famine occurred during the years 1921 to 1927.,1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,56,10.0,10,13,4.0,103.62,1.29,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,1.0,0.4286,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['1921', '1927'], 'quantities': [], 'name_spans': ['The Great Famine'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,7212.0,8681.0,277.0,284.0,31.0,964.0,680.0,7468.0,4172.0,5371.0,230.0,230.0,1.0,21.0,322.0,75.8,1.0,3916.0,4736.0
00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,What property does Combining Copper with Brass or Bronze create?,Combining copper with brass or bronze results in an alloy.,hardness,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,58,10.0,10,13,4.0,69.79,6.01,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.6469,0.6667,0.6469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,8417.0,163.0,149.0,35.0,826.0,677.0,7407.0,2959.0,3954.0,164.0,164.0,1.0,13.0,326.0,79.6,1.0,2671.0,3181.0
00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,Do different countries refer to plants by different names?,"Yes, they do. Different cultures have their own terms for many plant species.",single world-wide name,False,True,True,1.0,1.0,,,13,2,77,6.5,3,17,5.2,83.1,3.28,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.3842,0.3333,0.3842,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6620.0,8026.0,229.0,83.0,34.0,835.0,752.0,6865.0,-1422.0,-501.0,83.0,261.0,2.0,17.0,324.0,74.2,1.0,-1668.0,4702.0
00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,How many tornadoes does Houston usually get per year?,Houston typically experiences about 5 to 6 tornadoes annually.,49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,62,9.0,9,12,3.6,28.5,11.52,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.4043,0.4,0.4043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': ['5', '6'], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,6422.0,7881.0,201.0,191.0,32.0,906.0,715.0,6701.0,1868.0,3030.0,251.0,251.0,1.0,14.0,325.0,69.4,1.0,1590.0,4435.0
00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,What is she seeing at the 2009 presidential inauguration?,She might be watching President Obama's inauguration ceremony.,America the Beautiful,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,62,8.0,8,11,3.2,-12.78,17.03,0.2222,0.0727,9.0,2.0,2.0,0.0,0.0,False,0.75,mild,0.2417,0.2,0.2417,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['President Obama'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,9209.0,10588.0,151.0,141.0,37.0,903.0,762.0,9467.0,3386.0,4487.0,193.0,193.0,1.0,11.0,328.0,72.8,1.0,3129.0,3192.0
00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,What concept took shape during Walpole's tenure as prime minister?,Walpole's tenure saw the development of the cabinet system.,doctrine of cabinet solidarity,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,59,9.0,9,12,3.6,28.5,11.52,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.2523,0.3333,0.2523,0.0,0.3636,0.0,0.0,4.0,0.5,0.3824,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6910.0,8276.0,174.0,162.0,36.0,869.0,707.0,7206.0,1925.0,2977.0,178.0,178.0,1.0,13.0,327.0,74.4,1.0,1630.0,3053.0
