item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
00004,unspecified,False,00004.wav,What is the name of the campus tv station?,now what does the name of the campus tv station,That's the student-run television station on campus.,WYBC Yale Radio,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,52,8.0,8,11,3.2,50.67,8.18,0.2222,0.1707,9.0,2.0,1.0,0.0,1.0,False,1.0,mild,0.4121,0.4,0.5094,0.0972,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,,,,,,,,,,,,,,,,,,,
00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,why did the bureau used to ensure the safe travels of aircraft,"The US Civil Aeronautics Board, established in 1938, was responsible for ensuring the safety of air travel.","maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,17,1,107,17.0,17,23,6.8,40.29,11.86,0.0833,0.0317,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.1679,0.0909,0.1679,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"{'years': ['1938'], 'quantities': [], 'name_spans': ['Civil Aeronautics Board'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,7142.0,7940.0,289.0,281.0,28.0,1156.0,875.0,7204.0,1144.0,2650.0,346.0,346.0,1.0,26.0,323.0,89.9,1.0,1862.0,6919.0
00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,what did on to his mother own when beyond say was a child,"It seems like you may have misspoken, could you please clarify what you meant to ask?",salon,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,16,1,85,16.0,16,21,6.4,84.84,5.4,0.5,0.2264,10.0,5.0,2.0,0.0,3.0,False,0.75,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",6840.0,7078.0,240.0,232.0,29.0,1080.0,848.0,6925.0,1085.0,2395.0,226.0,226.0,1.0,21.0,324.0,87.2,1.0,2168.0,4458.0
00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,what was one subject that average china never developed,China's main industries were agriculture and manufacturing.,theology,True,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,59,7.0,7,10,2.8,-5.73,15.8,0.25,0.16,8.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.1805,0.2,0.0,-0.1805,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7430.0,7620.0,132.0,122.0,27.0,999.0,877.0,7504.0,-618.0,568.0,184.0,184.0,1.0,10.0,320.0,75.7,1.0,390.0,3239.0
00032,unspecified,False,00032.wav,In what years was the Great Famine?,in what years was the great famine,The Great Famine occurred from eighteen eighty-seven to eighteen ninety-one.,1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,76,12.0,12,16,4.8,53.66,8.76,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7461,0.2222,0.7461,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['The Great Famine'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,7212.0,7288.0,194.0,184.0,27.0,1145.0,961.0,7269.0,1016.0,2362.0,196.0,196.0,1.0,15.0,318.0,77.1,1.0,3916.0,3506.0
00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,a property does combining tamper with brass or bronze create,"Yes, it can combine to make bronze.",hardness,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,35,7.0,7,9,2.8,103.04,0.63,0.2,0.0952,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.1592,0.5,0.1664,0.0072,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,7206.0,91.0,83.0,22.0,961.0,878.0,7187.0,783.0,1896.0,148.0,148.0,1.0,10.0,322.0,109.6,1.0,2671.0,2577.0
00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,he different countries referred to plants by different names,"That's correct, many plant species have alternative names used in various countries.",single world-wide name,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,84,12.0,12,16,4.8,46.61,9.74,0.2222,0.0877,9.0,2.0,2.0,0.0,0.0,False,0.8,mild,0.5916,0.375,0.5661,-0.0255,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6620.0,6886.0,163.0,154.0,25.0,1062.0,908.0,6712.0,-2770.0,-1417.0,286.0,286.0,1.0,16.0,320.0,97.9,1.0,-1668.0,4818.0
00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,how many tornadoes does houston usually get per year,"On average, Houston gets around one tornado per year.",49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,53,9.0,9,12,3.6,56.7,7.59,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7849,0.5,0.7849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6422.0,6898.0,146.0,139.0,28.0,974.0,835.0,6476.0,885.0,2055.0,191.0,191.0,1.0,12.0,322.0,81.7,1.0,1590.0,3459.0
00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,what does she saying aba two thousand and nine presidential inauguration,"It seems you may have misheard the year as ""two thousand eleven"". Can you please confirm if it's actually ""nine""?",America the Beautiful,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,20,2,113,10.0,12,27,8.0,82.48,4.24,0.3333,0.4364,12.0,4.0,3.0,1.0,0.0,False,0.5,mild,0.3687,0.3333,0.0,-0.3687,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,9209.0,9294.0,275.0,172.0,28.0,1014.0,842.0,9277.0,1150.0,2367.0,199.0,315.0,2.0,27.0,322.0,98.0,1.0,3129.0,5526.0
00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,what concept took shape term while post tenure as prime minister,That concept is Keynesian economics.,doctrine of cabinet solidarity,False,True,True,1.0,1.0,,,5,1,36,5.0,5,7,2.0,15.64,12.32,0.3,0.1875,10.0,3.0,2.0,0.0,1.0,False,0.75,mild,0.101,0.3333,0.1131,0.0121,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6910.0,7398.0,105.0,95.0,29.0,1014.0,919.0,6975.0,943.0,2104.0,143.0,143.0,1.0,8.0,322.0,75.7,1.0,1630.0,2298.0
