====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:42
Run label              : 04 llama3.2:3b-q4_K_M t0.7/s42
Transcripts            : ..\results\text-only\04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_113331\transcripts.yaml
Run directory          : ..\results\text-only\04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_113331
System prompt          : ..\results\text-only\04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_113331\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : llama3.2:3b-instruct-q4_K_M
  llm_temperature     : 0.7
  llm_seed            : 42
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_113331.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
----------------------------------------------------------------------------------------------------
00004     	unspecified               	  0.22	  FAIL	    90	     8	   50.7	  0.41	   0.51	       -	     -	     -	     -	     -	     NO
00005     	unspecified               	  0.08	  FAIL	    90	    17	   40.3	  0.17	   0.17	    7940	     -	     -	     -	     -	     NO
00012     	unspecified               	  0.50	  FAIL	    80	    16	   84.8	  0.00	   0.00	    7078	     -	     -	     -	     -	     NO
00030     	unspecified               	  0.25	  FAIL	    89	     7	   -5.7	  0.18	   0.00	    7620	     -	     -	     -	     -	     NO
00032     	unspecified               	  0.00	  FAIL	    90	    12	   53.7	  0.75	   0.75	    7288	     -	     -	     -	     -	     NO
00035     	unspecified               	  0.20	  FAIL	    89	     7	  103.0	  0.16	   0.17	    7206	     -	     -	     -	     -	     NO
00045     	unspecified               	  0.22	  FAIL	    90	    12	   46.6	  0.59	   0.57	    6886	     -	     -	     -	     -	     NO
00046     	unspecified               	  0.00	  FAIL	    90	     9	   56.7	  0.78	   0.78	    6898	     -	     -	     -	     -	     NO
00047     	unspecified               	  0.33	  FAIL	    90	    20	   82.5	  0.37	   0.00	    9294	     -	     -	     -	     -	     NO
00054     	unspecified               	  0.30	  PASS	   100	     5	   15.6	  0.10	   0.11	    7398	     -	     -	     -	     -	    yes
00057     	unspecified               	  1.44	  FAIL	    90	     9	   56.7	  0.00	   0.00	   10094	     -	     -	     -	     -	     NO
00059     	unspecified               	  1.00	  FAIL	    90	    26	   73.2	  0.70	   0.00	    9459	     -	     -	     -	     -	     NO
00063     	unspecified               	  0.00	  FAIL	    90	     9	   47.3	  0.74	   0.74	    6326	     -	     -	     -	     -	     NO
00072     	unspecified               	  0.00	  FAIL	    90	    42	   39.5	  0.80	   0.80	    7303	     -	     -	     -	     -	     NO
00088     	unspecified               	  0.11	  FAIL	    89	     7	   66.8	  0.00	   0.00	    6222	     -	     -	     -	     -	     NO
00089     	unspecified               	  0.10	  FAIL	    90	     9	   28.5	  0.66	   0.67	    6974	     -	     -	     -	     -	     NO
00093     	unspecified               	  0.80	  FAIL	    90	    18	   99.0	  0.36	   0.62	    5175	     -	     -	     -	     -	     NO
00100     	unspecified               	  0.43	  FAIL	    90	    33	   64.5	  0.49	   0.74	    6622	     -	     -	     -	     -	     NO
00113     	unspecified               	  0.08	  PASS	   100	     3	   62.8	  0.00	   0.00	    7298	     -	     -	     -	     -	    yes
00118     	unspecified               	  0.27	  FAIL	    80	    10	   44.4	  0.53	   0.26	    7640	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  PASS	   100	     5	   32.6	  0.00	   0.00	    6362	     -	     -	     -	     -	    yes
00130     	unspecified               	  3.60	  FAIL	    80	    18	   75.8	  0.26	   0.00	    9325	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.35	  FAIL	    80	     9	  103.7	  0.00	   0.00	    7450	     -	     -	     -	     -	     NO
00170     	unspecified               	  0.33	  FAIL	    89	     6	   17.4	  0.25	   0.31	    6948	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.11	  FAIL	    90	    21	   56.6	  0.69	   0.69	    8144	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.07	  FAIL	    90	    28	   18.3	  0.47	   0.74	   10757	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.17	  FAIL	    90	    23	   40.0	  0.68	   0.59	   10239	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.42	  FAIL	    90	    46	   51.5	  0.00	   0.00	    8164	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  FAIL	    89	     7	   66.8	  0.00	   0.00	    5419	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.33	  FAIL	    90	    17	   35.3	  0.63	   0.34	    6863	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.08	  FAIL	    90	    18	   42.9	  0.69	   0.69	   10304	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    78	     7	   78.9	  0.33	   0.33	    5804	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    90	    12	   53.7	  0.17	   0.17	    8273	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    50	   63.0	  1.00	   1.00	    8356	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  FAIL	    80	    11	   72.6	  0.00	   0.00	    6839	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	    32	   50.1	  1.00	   1.00	    7258	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    89	     6	   73.8	  0.44	   0.44	    7000	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    90	    15	   90.1	  0.47	   0.52	   11239	     -	     -	     -	     -	     NO
