item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
00004,unspecified,False,00004.wav,What is the name of the campus tv station?,now what does the name of the campus tv station,I'm not aware of that information. Can you please tell me which university's campus TV station you are referring to?,WYBC Yale Radio,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,20,2,116,10.0,6,27,8.0,61.33,7.19,0.2222,0.1707,9.0,2.0,1.0,0.0,1.0,False,1.0,mild,0.6315,0.375,0.7787,0.1472,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,,,,,,,,,,,,,,,,,,,
00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,why did the bureau used to ensure the safe travels of aircraft,"Air traffic control services were provided by air traffic control towers, also known as flight information centers, which ensured safe travel of aircraft through clear communication and navigation guidance. These services are now typically managed by national aviation authorities or international organizations such as Eurocontrol.","maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,45,2,332,22.5,29,60,18.0,12.92,17.05,0.0833,0.0317,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.523,0.0909,0.523,0.0,0.04,0.0,0.0,5.0,0.2,0.0467,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7142.0,8520.0,717.0,346.0,39.0,1218.0,872.0,7218.0,1144.0,2790.0,423.0,861.0,3.0,51.0,308.0,71.1,1.0,1862.0,18599.0
00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,what did on to his mother own when beyond say was a child,"I'm not sure what you mean by that sentence, could you clarify who ""on"" is and what you're referring to?",salon,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,20,1,104,20.0,20,27,8.0,80.79,6.96,0.5,0.2264,10.0,5.0,2.0,0.0,3.0,False,0.75,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",6840.0,7229.0,377.0,362.0,39.0,1217.0,855.0,6922.0,1086.0,2542.0,234.0,234.0,1.0,27.0,309.0,71.6,1.0,2168.0,5270.0
00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,what was one subject that average china never developed,"Writing systems were slow to develop. In ancient China, they used oracle bones and bronze inscriptions initially, but it wasn't until the Qin dynasty that a standardized writing system emerged. This was later refined during the Han dynasty.",theology,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,38,3,240,12.666666666666666,6,51,15.2,51.49,9.22,0.25,0.16,8.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.353,0.08,0.1963,-0.1567,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7430.0,8203.0,622.0,111.0,31.0,910.0,799.0,7499.0,-619.0,422.0,126.0,641.0,4.0,46.0,305.0,73.9,1.0,390.0,13316.0
00032,unspecified,False,00032.wav,In what years was the Great Famine?,in what years was the great famine,"The Great Famine occurred between 1315 and 1322, but another major event is known as the Great Chinese Famine which happened in 1959 to 1961.",1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,25,1,141,25.0,25,33,10.0,76.56,8.79,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7428,0.25,0.7428,0.0,0.08,0.0,0.0,2.0,0.5,0.0943,"{'years': ['1315', '1322', '1959', '1961'], 'quantities': [], 'name_spans': ['Great Chinese Famine', 'The Great Famine'], 'atom_count': 6}",,,False,constraint violation: opener_at_most_five_words,7212.0,7273.0,538.0,520.0,35.0,1449.0,929.0,7261.0,1021.0,2960.0,486.0,558.0,2.0,38.0,303.0,70.6,1.0,3916.0,12190.0
00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,a property does combining tamper with brass or bronze create,"Combining brass and bronze creates an alloy called gunmetal. Gunmetal is a strong, durable material often used in machinery and hardware due to its resistance to corrosion and wear.",hardness,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,29,2,181,14.5,9,39,11.6,49.17,10.0,0.2,0.0952,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.4781,0.1579,0.5047,0.0265,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,7202.0,509.0,194.0,39.0,1100.0,906.0,7186.0,793.0,2082.0,184.0,521.0,2.0,36.0,307.0,70.6,1.0,2671.0,10274.0
00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,he different countries referred to plants by different names,"Yes, that's true. Different cultures have their own unique names for various plant species. This can sometimes lead to confusion when communicating about specific plants across languages and regions.",single world-wide name,False,True,True,1.0,1.0,,,29,3,199,9.666666666666666,3,39,11.6,48.24,8.93,0.2222,0.0877,9.0,2.0,2.0,0.0,0.0,False,0.8,mild,0.6207,0.2222,0.5912,-0.0295,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6620.0,7007.0,463.0,93.0,38.0,838.0,745.0,6712.0,-2771.0,-1819.0,109.0,578.0,3.0,35.0,305.0,75.5,1.0,-1668.0,11668.0
00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,how many tornadoes does houston usually get per year,"Houston typically gets about five tornadoes annually. Tornado frequency varies greatly from year to year, but on average, Houston experiences around five tornadoes each year.",49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,25,2,174,12.5,7,33,10.0,31.72,11.94,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.5716,0.4,0.5716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6422.0,7348.0,489.0,138.0,38.0,954.0,816.0,6495.0,885.0,2023.0,180.0,506.0,2.0,34.0,307.0,69.5,1.0,1590.0,10228.0
00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,what does she saying aba two thousand and nine presidential inauguration,"Barack Obama's inauguration was in 2009. He gave his inaugural address on January 20th, 2009, at the United States Capitol building in Washington D. C.",America the Beautiful,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,26,2,151,13.0,6,35,10.4,56.98,8.54,0.3333,0.4364,12.0,4.0,3.0,1.0,0.0,False,0.5,mild,0.1443,0.0588,0.4873,0.3429,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['2009'], 'quantities': [], 'name_spans': ['Barack Obama', 'United States Capitol'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,9209.0,9272.0,564.0,180.0,40.0,1106.0,926.0,9260.0,1151.0,2445.0,184.0,559.0,3.0,38.0,307.0,67.3,1.0,3129.0,11064.0
00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,what concept took shape term while post tenure as prime minister,"India's independence movement gained momentum during Jawaharlal Nehru's time as Prime Minister of India, but one specific concept that took shape was the idea of non-alignment. This foreign policy approach aimed to maintain neutrality in the Cold War era.",doctrine of cabinet solidarity,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,40,2,255,20.0,27,53,16.0,38.49,12.86,0.3,0.1875,10.0,3.0,2.0,0.0,1.0,False,0.75,mild,0.5416,0.1724,0.7145,0.1729,0.0476,0.0,0.0,4.0,0.25,0.0558,"{'years': [], 'quantities': [], 'name_spans': ['Cold War', 'Jawaharlal Nehru', 'Prime Minister'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,6910.0,8252.0,729.0,404.0,40.0,1300.0,896.0,6978.0,944.0,2686.0,437.0,714.0,3.0,51.0,307.0,69.9,1.0,1630.0,14524.0
